"types"	"counts"
"3412"	"DHDDS"	2
"3413"	"DHFR"	2
"3414"	"DHFRL1"	1
"3415"	"DHH"	1
"3416"	"DHODH"	6
"3417"	"DHPS"	1
"3418"	"DHRS1"	2
"3419"	"DHRS11"	2
"3420"	"DHRS13"	1
"3421"	"DHRS2"	3
"3422"	"DHRS3"	1
"3423"	"DHRS4"	3
"3424"	"DHRS4L2"	1
"3425"	"DHRS7"	1
"3426"	"DHRS7B"	1
"3427"	"DHRS7C"	6
"3428"	"DHRS9"	3
"3429"	"DHTKD1"	2
"3430"	"DHX15"	4
"3431"	"DHX16"	8
"3432"	"DHX29"	4
"3433"	"DHX30"	5
"3434"	"DHX32"	5
"3435"	"DHX33"	5
"3436"	"DHX34"	6
"3437"	"DHX35"	3
"3438"	"DHX36"	8
"3439"	"DHX37"	10
"3440"	"DHX38"	3
"3441"	"DHX40"	1
"3442"	"DHX57"	4
"3443"	"DHX58"	3
"3444"	"DHX8"	5
"3445"	"DHX9"	8
"3446"	"DIABLO"	1
"3447"	"DIAPH1"	6
"3448"	"DIAPH2"	11
"3449"	"DIAPH3"	8
"3450"	"DICER1"	14
"3451"	"DIDO1"	23
"3452"	"DIEXF"	5
"3453"	"DIMT1"	1
"3454"	"DIO2"	3
"3455"	"DIP2A"	11
"3456"	"DIP2B"	12
"3457"	"DIP2C"	11
"3458"	"DIRAS1"	3
"3459"	"DIRC2"	2
"3460"	"DIS3"	4
"3461"	"DIS3L"	2
"3462"	"DIS3L2"	7
"3463"	"DISC1"	4
"3464"	"DISP1"	7
"3465"	"DISP2"	4
"3466"	"DIXDC1"	2
"3467"	"DKC1"	2
"3468"	"DKFZP434P228"	1
"3469"	"DKK1"	2
"3470"	"DKK2"	4
"3471"	"DKK3"	1
"3472"	"DLAT"	4
"3473"	"DLC1"	14
"3474"	"DLEC1"	6
"3475"	"DLG1"	9
"3476"	"DLG2"	13
"3477"	"DLG3"	3
"3478"	"DLG4"	3
"3479"	"DLG5"	12
"3480"	"DLGAP1"	6
"3481"	"DLGAP2"	4
"3482"	"DLGAP3"	7
"3483"	"DLGAP4"	10
"3484"	"DLGAP5"	4
"3485"	"DLK1"	5
"3486"	"DLK2"	1
"3487"	"DLL1"	5
"3488"	"DLL3"	2
"3489"	"DLL4"	1
"3490"	"DLST"	6
"3491"	"DLX3"	1
"3492"	"DLX5"	6
"3493"	"DLX6"	2
"3494"	"DMBT1"	9
"3495"	"DMBX1"	3
"3496"	"DMC1"	1
"3497"	"DMD"	49
"3498"	"DMGDH"	5
"3499"	"DMKN"	3
"3500"	"DMP1"	6
"3501"	"DMPK"	2
"3502"	"DMRT3"	5
"3503"	"DMRTA1"	3
"3504"	"DMRTB1"	1
"3505"	"DMRTC2"	3
"3506"	"DMTF1"	6
"3507"	"DMTN"	2
"3508"	"DMWD"	1
"3509"	"DMXL1"	9
"3510"	"DMXL2"	16
"3511"	"DNA2"	2
"3512"	"DNAAF1"	4
"3513"	"DNAAF2"	4
"3514"	"DNAAF3"	4
"3515"	"DNAH1"	14
"3516"	"DNAH10"	23
"3517"	"DNAH11"	41
"3518"	"DNAH12"	2
"3519"	"DNAH14"	3
"3520"	"DNAH17"	20
"3521"	"DNAH2"	25
"3522"	"DNAH3"	23
"3523"	"DNAH5"	79
"3524"	"DNAH6"	5
"3525"	"DNAH7"	31
"3526"	"DNAH8"	42
"3527"	"DNAH9"	41
"3528"	"DNAI1"	3
"3529"	"DNAI2"	3
"3530"	"DNAJA1"	2
"3531"	"DNAJA2"	1
"3532"	"DNAJA3"	2
"3533"	"DNAJB1"	1
"3534"	"DNAJB11"	2
"3535"	"DNAJB12"	1
"3536"	"DNAJB13"	3
"3537"	"DNAJB14"	1
"3538"	"DNAJB2"	1
"3539"	"DNAJB4"	2
"3540"	"DNAJB6"	1
"3541"	"DNAJB7"	4
"3542"	"DNAJB8"	2
"3543"	"DNAJB9"	3
"3544"	"DNAJC1"	6
"3545"	"DNAJC10"	5
"3546"	"DNAJC11"	2
"3547"	"DNAJC12"	2
"3548"	"DNAJC13"	7
"3549"	"DNAJC14"	9
"3550"	"DNAJC15"	1
"3551"	"DNAJC17"	1
"3552"	"DNAJC18"	1
"3553"	"DNAJC2"	5
"3554"	"DNAJC21"	4
"3555"	"DNAJC22"	3
"3556"	"DNAJC24"	1
"3557"	"DNAJC25"	2
"3558"	"DNAJC27"	1
"3559"	"DNAJC28"	1
"3560"	"DNAJC3"	2
"3561"	"DNAJC4"	2
"3562"	"DNAJC5"	2
"3563"	"DNAJC5B"	3
"3564"	"DNAJC5G"	2
"3565"	"DNAJC6"	4
"3566"	"DNAJC8"	3
"3567"	"DNAL1"	2
"3568"	"DNAL4"	1
"3569"	"DNALI1"	2
"3570"	"DNASE1"	1
"3571"	"DNASE1L1"	2
"3572"	"DNASE1L2"	1
"3573"	"DNASE1L3"	1
"3574"	"DNASE2"	2
"3575"	"DNASE2B"	1
"3576"	"DND1"	1
"3577"	"DNER"	2
"3578"	"DNHD1"	13
"3579"	"DNM1"	1
"3580"	"DNM1L"	2
"3581"	"DNM2"	14
"3582"	"DNM3"	10
"3583"	"DNMBP"	12
"3584"	"DNMT1"	6
"3585"	"DNMT3A"	9
"3586"	"DNMT3B"	9
"3587"	"DNMT3L"	1
"3588"	"DNPEP"	1
"3589"	"DNTT"	1
"3590"	"DNTTIP1"	2
"3591"	"DNTTIP2"	4
"3592"	"DOC2A"	1
"3593"	"DOCK1"	10
"3594"	"DOCK10"	8
"3595"	"DOCK11"	15
"3596"	"DOCK2"	15
"3597"	"DOCK3"	6
"3598"	"DOCK4"	8
"3599"	"DOCK5"	5
"3600"	"DOCK6"	4
"3601"	"DOCK7"	12
"3602"	"DOCK8"	9
"3603"	"DOCK9"	9
"3604"	"DOHH"	1
"3605"	"DOK1"	3
"3606"	"DOK2"	1
"3607"	"DOK3"	3
"3608"	"DOK4"	3
"3609"	"DOK5"	5
"3610"	"DOK6"	11
"3611"	"DOK7"	1
"3612"	"DOLK"	1
"3613"	"DOLPP1"	1
"3614"	"DONSON"	1
"3615"	"DOPEY1"	24
"3616"	"DOPEY2"	12
"3617"	"DOT1L"	10
"3618"	"DPAGT1"	1
"3619"	"DPCD"	2
"3620"	"DPEP1"	5
"3621"	"DPEP2"	2
"3622"	"DPEP3"	3
"3623"	"DPF1"	3
"3624"	"DPF2"	3
"3625"	"DPF3"	1
"3626"	"DPH1"	3
"3627"	"DPH2"	1
"3628"	"DPH3"	1
"3629"	"DPH5"	3
"3630"	"DPM1"	2
"3631"	"DPM2"	1
"3632"	"DPP10"	28
"3633"	"DPP3"	6
"3634"	"DPP4"	11
"3635"	"DPP6"	13
"3636"	"DPP7"	2
"3637"	"DPP8"	1
"3638"	"DPP9"	3
"3639"	"DPPA2"	11
"3640"	"DPPA3"	2
"3641"	"DPPA4"	9
"3642"	"DPPA5"	1
"3643"	"DPRX"	5
"3644"	"DPT"	1
"3645"	"DPY19L1"	2
"3646"	"DPY19L2"	7
"3647"	"DPY19L3"	6
"3648"	"DPY19L4"	2
"3649"	"DPYD"	16
"3650"	"DPYS"	6
"3651"	"DPYSL2"	4
"3652"	"DPYSL3"	4
"3653"	"DPYSL4"	5
"3654"	"DPYSL5"	5
"3655"	"DQX1"	3
"3656"	"DRAM2"	2
"3657"	"DRAXIN"	3
"3658"	"DRC1"	6
"3659"	"DRC7"	6
"3660"	"DRD1"	2
"3661"	"DRD2"	4
"3662"	"DRD3"	5
"3663"	"DRD4"	1
"3664"	"DRD5"	6
"3665"	"DRG1"	1
"3666"	"DRGX"	2
"3667"	"DRICH1"	1
"3668"	"DROSHA"	4
"3669"	"DRP2"	8
"3670"	"DSC1"	4
"3671"	"DSC2"	4
"3672"	"DSC3"	1
"3673"	"DSCAM"	25
"3674"	"DSCAML1"	15
"3675"	"DSCC1"	3
"3676"	"DSCR3"	3
"3677"	"DSE"	2
"3678"	"DSEL"	20
"3679"	"DSG1"	10
"3680"	"DSG2"	4
"3681"	"DSG3"	3
"3682"	"DSG4"	5
"3683"	"DSN1"	2
"3684"	"DSP"	27
"3685"	"DSPP"	4
"3686"	"DST"	43
"3687"	"DSTN"	1
"3688"	"DSTYK"	4
"3689"	"DTD1"	4
"3690"	"DTL"	1
"3691"	"DTNA"	6
"3692"	"DTNB"	6
"3693"	"DTNBP1"	1
"3694"	"DTWD1"	2
"3695"	"DTWD2"	1
"3696"	"DTX1"	4
"3697"	"DTX2"	1
"3698"	"DTX3"	3
"3699"	"DTX3L"	2
"3700"	"DTX4"	3
"3701"	"DUOX1"	10
"3702"	"DUOX2"	10
"3703"	"DUOXA1"	3
"3704"	"DUPD1"	2
"3705"	"DUS1L"	1
"3706"	"DUS2"	4
"3707"	"DUS3L"	4
"3708"	"DUS4L"	2
"3709"	"DUSP1"	3
"3710"	"DUSP10"	2
"3711"	"DUSP13"	1
"3712"	"DUSP14"	3
"3713"	"DUSP15"	1
"3714"	"DUSP16"	5
"3715"	"DUSP18"	4
"3716"	"DUSP19"	2
"3717"	"DUSP2"	1
"3718"	"DUSP21"	3
"3719"	"DUSP22"	3
"3720"	"DUSP26"	3
"3721"	"DUSP27"	19
"3722"	"DUSP28"	1
"3723"	"DUSP3"	1
"3724"	"DUSP4"	1
"3725"	"DUSP5"	4
"3726"	"DUSP6"	4
"3727"	"DUSP7"	2
"3728"	"DUSP9"	1
"3729"	"DVL1"	6
"3730"	"DVL3"	7
"3731"	"DXO"	1
"3732"	"DYDC2"	1
"3733"	"DYM"	1
"3734"	"DYNAP"	1
"3735"	"DYNC1H1"	20
"3736"	"DYNC1I1"	5
"3737"	"DYNC1I2"	2
"3738"	"DYNC1LI2"	2
"3739"	"DYNC2H1"	13
"3740"	"DYNC2LI1"	1
"3741"	"DYNLL1"	1
"3742"	"DYNLL2"	1
"3743"	"DYNLRB1"	1
"3744"	"DYNLRB2"	2
"3745"	"DYRK1A"	7
"3746"	"DYRK1B"	6
"3747"	"DYRK2"	3
"3748"	"DYRK3"	3
"3749"	"DYRK4"	8
"3750"	"DYSF"	20
"3751"	"DYTN"	1
"3752"	"DYX1C1"	5
"3753"	"DZANK1"	4
"3754"	"DZIP1"	7
"3755"	"DZIP1L"	3
"3756"	"DZIP3"	13
"3757"	"E2F2"	3
"3758"	"E2F3"	4
"3759"	"E2F4"	3
"3760"	"E2F5"	4
"3761"	"E2F6"	1
"3762"	"E2F7"	3
"3763"	"E2F8"	3
"3764"	"E4F1"	3
"3765"	"EAF2"	2
"3766"	"EARS2"	3
"3767"	"EBF1"	10
"3768"	"EBF2"	5
"3769"	"EBF3"	7
"3770"	"EBNA1BP2"	5
"3771"	"EBP"	1
"3772"	"ECE1"	5
"3773"	"ECE2"	7
"3774"	"ECEL1"	5
"3775"	"ECH1"	1
"3776"	"ECHDC1"	2
"3777"	"ECHDC2"	1
"3778"	"ECHDC3"	1
"3779"	"ECHS1"	1
"3780"	"ECI1"	2
"3781"	"ECI2"	3
"3782"	"ECM1"	4
"3783"	"ECM2"	2
"3784"	"ECSCR"	1
"3785"	"ECSIT"	2
"3786"	"ECT2"	3
"3787"	"ECT2L"	5
"3788"	"EDA"	3
"3789"	"EDAR"	2
"3790"	"EDARADD"	1
"3791"	"EDC3"	1
"3792"	"EDC4"	6
"3793"	"EDDM3A"	1
"3794"	"EDEM1"	2
"3795"	"EDEM2"	3
"3796"	"EDEM3"	2
"3797"	"EDF1"	1
"3798"	"EDIL3"	2
"3799"	"EDN1"	1
"3800"	"EDN2"	1
"3801"	"EDN3"	2
"3802"	"EDNRA"	2
"3803"	"EDNRB"	8
"3804"	"EDRF1"	8
"3805"	"EEA1"	10
"3806"	"EED"	3
"3807"	"EEF1A1"	10
"3808"	"EEF1A2"	2
"3809"	"EEF1B2"	1
"3810"	"EEF1D"	1
"3811"	"EEF1E1"	2
"3812"	"EEF1G"	1
"3813"	"EEF2"	5
"3814"	"EEF2K"	3
"3815"	"EEF2KMT"	1
"3816"	"EEFSEC"	2
"3817"	"EEPD1"	2
"3818"	"EFCAB11"	1
"3819"	"EFCAB12"	4
"3820"	"EFCAB13"	8
"3821"	"EFCAB14"	5
"3822"	"EFCAB5"	8
"3823"	"EFCAB6"	7
"3824"	"EFCAB7"	4
"3825"	"EFCC1"	1
"3826"	"EFEMP1"	1
"3827"	"EFEMP2"	3
"3828"	"EFHB"	3
"3829"	"EFHC1"	5
"3830"	"EFHC2"	1
"3831"	"EFHD2"	1
"3832"	"EFNA1"	2
"3833"	"EFNA5"	3
"3834"	"EFNB1"	3
"3835"	"EFNB2"	1
"3836"	"EFNB3"	3
"3837"	"EFR3A"	2
"3838"	"EFS"	2
"3839"	"EFTUD1"	3
"3840"	"EFTUD2"	7
"3841"	"EGF"	7
"3842"	"EGFL8"	3
"3843"	"EGFLAM"	16
"3844"	"EGFR"	14
"3845"	"EGLN1"	1
"3846"	"EGLN2"	3
"3847"	"EGLN3"	2
"3848"	"EGR1"	5
"3849"	"EGR2"	6
"3850"	"EGR4"	1
"3851"	"EHBP1"	8
"3852"	"EHBP1L1"	12
"3853"	"EHD1"	6
"3854"	"EHD2"	3
"3855"	"EHD3"	2
"3856"	"EHD4"	2
"3857"	"EHF"	2
"3858"	"EHHADH"	5
"3859"	"EHMT1"	6
"3860"	"EHMT2"	9
"3861"	"EI24"	1
"3862"	"EID1"	2
"3863"	"EID2"	1
"3864"	"EID2B"	1
"3865"	"EIF1"	2
"3866"	"EIF1AD"	1
"3867"	"EIF1AX"	1
"3868"	"EIF1B"	1
"3869"	"EIF2A"	2
"3870"	"EIF2AK1"	8
"3871"	"EIF2AK2"	1
"3872"	"EIF2AK3"	6
"3873"	"EIF2AK4"	8
"3874"	"EIF2B1"	1
"3875"	"EIF2B2"	1
"3876"	"EIF2B3"	3
"3877"	"EIF2B4"	5
"3878"	"EIF2B5"	5
"3879"	"EIF2S1"	1
"3880"	"EIF2S2"	4
"3881"	"EIF2S3"	1
"3882"	"EIF3A"	6
"3883"	"EIF3B"	4
"3884"	"EIF3D"	1
"3885"	"EIF3E"	3
"3886"	"EIF3G"	4
"3887"	"EIF3H"	1
"3888"	"EIF3I"	2
"3889"	"EIF3J"	1
"3890"	"EIF3K"	1
"3891"	"EIF3L"	4
"3892"	"EIF3M"	2
"3893"	"EIF4A2"	3
"3894"	"EIF4A3"	3
"3895"	"EIF4B"	7
"3896"	"EIF4E"	1
"3897"	"EIF4E1B"	2
"3898"	"EIF4E2"	2
"3899"	"EIF4E3"	1
"3900"	"EIF4EBP1"	1
"3901"	"EIF4ENIF1"	4
"3902"	"EIF4G1"	19
"3903"	"EIF4G2"	7
"3904"	"EIF4G3"	7
"3905"	"EIF4H"	1
"3906"	"EIF5"	3
"3907"	"EIF5A"	2
"3908"	"EIF5A2"	1
"3909"	"EIF5B"	5
"3910"	"EIF6"	3
"3911"	"ELAC1"	3
"3912"	"ELAC2"	4
"3913"	"ELAVL1"	6
"3914"	"ELAVL2"	6
"3915"	"ELAVL3"	1
"3916"	"ELAVL4"	8
"3917"	"ELF1"	5
"3918"	"ELF2"	2
"3919"	"ELF3"	2
"3920"	"ELF4"	7
"3921"	"ELF5"	1
"3922"	"ELFN2"	5
"3923"	"ELK1"	1
"3924"	"ELK3"	4
"3925"	"ELK4"	3
"3926"	"ELL"	2
"3927"	"ELL2"	4
"3928"	"ELMO1"	14
"3929"	"ELMO2"	5
"3930"	"ELMO3"	5
"3931"	"ELMOD3"	2
"3932"	"ELMSAN1"	3
"3933"	"ELN"	5
"3934"	"ELOVL1"	1
"3935"	"ELOVL2"	1
"3936"	"ELOVL3"	3
"3937"	"ELOVL4"	2
"3938"	"ELOVL5"	1
"3939"	"ELOVL6"	1
"3940"	"ELOVL7"	1
"3941"	"ELP2"	3
"3942"	"ELP3"	1
"3943"	"ELP4"	5
"3944"	"ELP5"	3
"3945"	"ELP6"	1
"3946"	"ELSPBP1"	2
"3947"	"EMB"	1
"3948"	"EMC1"	1
"3949"	"EMC2"	7
"3950"	"EMC7"	2
"3951"	"EMC8"	1
"3952"	"EMC9"	2
"3953"	"EMCN"	1
"3954"	"EMD"	1
"3955"	"EME1"	3
"3956"	"EME2"	1
"3957"	"EMID1"	3
"3958"	"EMILIN1"	8
"3959"	"EMILIN2"	6
"3960"	"EMILIN3"	3
"3961"	"EML1"	5
"3962"	"EML2"	3
"3963"	"EML3"	4
"3964"	"EML4"	5
"3965"	"EML5"	6
"3966"	"EMP1"	1
"3967"	"EMP3"	1
"3968"	"EMX2"	3
"3969"	"EN1"	1
"3970"	"EN2"	2
"3971"	"ENAM"	7
"3972"	"ENC1"	2
"3973"	"ENDOD1"	1
"3974"	"ENDOV"	2
"3975"	"ENG"	1
"3976"	"ENGASE"	3
"3977"	"ENHO"	1
"3978"	"ENKUR"	1
"3979"	"ENO1"	2
"3980"	"ENO2"	1
"3981"	"ENO3"	3
"3982"	"ENOPH1"	3
"3983"	"ENOSF1"	2
"3984"	"ENOX1"	7
"3985"	"ENOX2"	6
"3986"	"ENPEP"	13
"3987"	"ENPP1"	10
"3988"	"ENPP2"	10
"3989"	"ENPP3"	6
"3990"	"ENPP4"	3
"3991"	"ENPP5"	2
"3992"	"ENPP6"	4
"3993"	"ENPP7"	5
"3994"	"ENTHD1"	3
"3995"	"ENTHD2"	1
"3996"	"ENTPD1"	3
"3997"	"ENTPD3"	2
"3998"	"ENTPD4"	2
"3999"	"ENTPD5"	3
"4000"	"ENTPD7"	3
"4001"	"ENTPD8"	2
"4002"	"ENY2"	2
"4003"	"EOMES"	3
"4004"	"EP300"	37
"4005"	"EP400"	14
"4006"	"EP400NL"	1
"4007"	"EPAS1"	8
"4008"	"EPB41"	3
"4009"	"EPB41L1"	5
"4010"	"EPB41L2"	11
"4011"	"EPB41L3"	21
"4012"	"EPB41L4A"	3
"4013"	"EPB41L4B"	4
"4014"	"EPB41L5"	5
"4015"	"EPB42"	5
"4016"	"EPC2"	4
"4017"	"EPCAM"	3
"4018"	"EPDR1"	9
"4019"	"EPG5"	9
"4020"	"EPHA1"	8
"4021"	"EPHA10"	10
"4022"	"EPHA2"	31
"4023"	"EPHA3"	18
"4024"	"EPHA4"	11
"4025"	"EPHA5"	25
"4026"	"EPHA6"	17
"4027"	"EPHA7"	21
"4028"	"EPHA8"	5
"4029"	"EPHB1"	12
"4030"	"EPHB2"	3
"4031"	"EPHB3"	6
"4032"	"EPHB4"	6
"4033"	"EPHB6"	6
"4034"	"EPHX1"	2
"4035"	"EPHX2"	6
"4036"	"EPHX4"	1
"4037"	"EPM2AIP1"	6
"4038"	"EPN1"	6
"4039"	"EPN2"	1
"4040"	"EPN3"	3
"4041"	"EPO"	1
"4042"	"EPOR"	1
"4043"	"EPPK1"	17
"4044"	"EPRS"	5
"4045"	"EPS15"	8
"4046"	"EPS15L1"	4
"4047"	"EPS8"	5
"4048"	"EPS8L1"	6
"4049"	"EPS8L2"	3
"4050"	"EPS8L3"	3
"4051"	"EPSTI1"	2
"4052"	"EPX"	9
"4053"	"EPYC"	1
"4054"	"EQTN"	2
"4055"	"ERAL1"	1
"4056"	"ERAP1"	4
"4057"	"ERAP2"	7
"4058"	"ERAS"	2
"4059"	"ERBB2"	8
"4060"	"ERBB2IP"	7
"4061"	"ERBB3"	13
"4062"	"ERBB4"	22
"4063"	"ERC1"	6
"4064"	"ERC2"	11
"4065"	"ERCC2"	5
"4066"	"ERCC3"	4
"4067"	"ERCC4"	5
"4068"	"ERCC5"	8
"4069"	"ERCC6"	10
"4070"	"ERCC6L"	5
"4071"	"ERCC6L2"	12
"4072"	"ERCC8"	2
"4073"	"EREG"	1
"4074"	"ERF"	1
"4075"	"ERG"	1
"4076"	"ERGIC2"	1
"4077"	"ERGIC3"	1
"4078"	"ERI1"	2
"4079"	"ERICH1"	2
"4080"	"ERICH3"	23
"4081"	"ERICH5"	1
"4082"	"ERICH6"	3
"4083"	"ERLEC1"	1
"4084"	"ERLIN1"	1
"4085"	"ERLIN2"	1
"4086"	"ERMAP"	3
"4087"	"ERMARD"	5
"4088"	"ERMN"	3
"4089"	"ERMP1"	5
"4090"	"ERN1"	2
"4091"	"ERN2"	6
"4092"	"ERO1L"	2
"4093"	"ERO1LB"	4
"4094"	"ERP27"	3
"4095"	"ERP29"	2
"4096"	"ERP44"	4
"4097"	"ERRFI1"	2
"4098"	"ERV3-1"	7
"4099"	"ERVFRD-1"	1
"4100"	"ERVW-1"	1
"4101"	"ESAM"	4
"4102"	"ESCO1"	3
"4103"	"ESCO2"	3
"4104"	"ESD"	3
"4105"	"ESF1"	5
"4106"	"ESM1"	2
"4107"	"ESPL1"	10
"4108"	"ESPN"	1
"4109"	"ESPNL"	1
"4110"	"ESR1"	4
"4111"	"ESR2"	1
"4112"	"ESRP1"	7
"4113"	"ESRP2"	4
"4114"	"ESRRA"	4
"4115"	"ESRRB"	6
"4116"	"ESRRG"	6
"4117"	"ESX1"	5
"4118"	"ESYT1"	8
"4119"	"ESYT2"	4
"4120"	"ESYT3"	7
"4121"	"ETAA1"	4
"4122"	"ETF1"	2
"4123"	"ETFA"	3
"4124"	"ETFDH"	3
"4125"	"ETHE1"	1
"4126"	"ETNK1"	2
"4127"	"ETNK2"	1
"4128"	"ETNPPL"	4
"4129"	"ETS1"	4
"4130"	"ETS2"	6
"4131"	"ETV1"	5
"4132"	"ETV2"	2
"4133"	"ETV3L"	2
"4134"	"ETV4"	1
"4135"	"ETV5"	5
"4136"	"ETV6"	4
"4137"	"ETV7"	2
"4138"	"EVA1A"	6
"4139"	"EVA1C"	2
"4140"	"EVC"	6
"4141"	"EVC2"	7
"4142"	"EVI2A"	1
"4143"	"EVI2B"	4
"4144"	"EVI5"	4
"4145"	"EVI5L"	3
"4146"	"EVPL"	12
"4147"	"EVX2"	3
"4148"	"EWSR1"	3
"4149"	"EXD1"	4
"4150"	"EXD2"	5
"4151"	"EXD3"	3
"4152"	"EXO1"	1
"4153"	"EXO5"	3
"4154"	"EXOC1"	4
"4155"	"EXOC2"	5
"4156"	"EXOC3"	3
"4157"	"EXOC3L1"	6
"4158"	"EXOC3L2"	5
"4159"	"EXOC3L4"	1
"4160"	"EXOC4"	13
"4161"	"EXOC5"	4
"4162"	"EXOC6"	5
"4163"	"EXOC6B"	6
"4164"	"EXOC8"	1
"4165"	"EXOG"	1
"4166"	"EXOSC10"	3
"4167"	"EXOSC2"	1
"4168"	"EXOSC3"	1
"4169"	"EXOSC4"	1
"4170"	"EXOSC5"	2
"4171"	"EXOSC7"	1
"4172"	"EXOSC8"	1
"4173"	"EXOSC9"	2
"4174"	"EXPH5"	9
"4175"	"EXT1"	3
"4176"	"EXT2"	5
"4177"	"EXTL1"	3
"4178"	"EXTL2"	3
"4179"	"EXTL3"	2
"4180"	"EYA1"	15
"4181"	"EYA2"	3
"4182"	"EYA3"	3
"4183"	"EYA4"	5
"4184"	"EYS"	21
"4185"	"EZH1"	4
"4186"	"EZH2"	3
"4187"	"F10"	3
"4188"	"F11"	2
"4189"	"F11R"	1
"4190"	"F12"	3
"4191"	"F13A1"	8
"4192"	"F13B"	11
"4193"	"F2"	3
"4194"	"F2R"	3
"4195"	"F2RL1"	1
"4196"	"F2RL2"	1
"4197"	"F2RL3"	2
"4198"	"F3"	1
"4199"	"F5"	18
"4200"	"F7"	2
"4201"	"F8"	6
"4202"	"F9"	6
"4203"	"FA2H"	2
"4204"	"FAAH"	2
"4205"	"FAAH2"	4
"4206"	"FABP1"	3
"4207"	"FABP12"	2
"4208"	"FABP2"	2
"4209"	"FABP3"	1
"4210"	"FABP4"	2
"4211"	"FABP5"	1
"4212"	"FABP6"	1
"4213"	"FABP7"	1
"4214"	"FABP9"	2
"4215"	"FADD"	3
"4216"	"FADS1"	1
"4217"	"FADS2"	2
"4218"	"FADS6"	1
"4219"	"FAF1"	2
"4220"	"FAF2"	2
"4221"	"FAH"	2
"4222"	"FAHD2A"	1
"4223"	"FAHD2B"	1
"4224"	"FAIM"	1
"4225"	"FAIM3"	1
"4226"	"FAM101A"	2
"4227"	"FAM102A"	2
"4228"	"FAM102B"	3
"4229"	"FAM104A"	1
"4230"	"FAM105A"	2
"4231"	"FAM107B"	3
"4232"	"FAM110B"	5
"4233"	"FAM111A"	4
"4234"	"FAM111B"	4
"4235"	"FAM114A1"	1
"4236"	"FAM114A2"	3
"4237"	"FAM117A"	2
"4238"	"FAM118A"	5
"4239"	"FAM118B"	4
"4240"	"FAM120A"	5
"4241"	"FAM120AOS"	1
"4242"	"FAM120B"	4
"4243"	"FAM120C"	5
"4244"	"FAM122A"	2
"4245"	"FAM122C"	1
"4246"	"FAM124A"	3
"4247"	"FAM124B"	1
"4248"	"FAM126A"	1
"4249"	"FAM126B"	1
"4250"	"FAM127C"	1
"4251"	"FAM129A"	3
"4252"	"FAM129B"	4
"4253"	"FAM129C"	1
"4254"	"FAM131A"	3
"4255"	"FAM131B"	1
"4256"	"FAM133A"	5
"4257"	"FAM133B"	1
"4258"	"FAM134A"	3
"4259"	"FAM134C"	8
"4260"	"FAM135A"	7
"4261"	"FAM135B"	55
"4262"	"FAM136A"	1
"4263"	"FAM13A"	3
"4264"	"FAM13B"	4
"4265"	"FAM13C"	6
"4266"	"FAM149A"	1
"4267"	"FAM150A"	3
"4268"	"FAM151A"	2
"4269"	"FAM153B"	4
"4270"	"FAM155A"	12
"4271"	"FAM155B"	1
"4272"	"FAM160A2"	1
"4273"	"FAM160B1"	4
"4274"	"FAM160B2"	2
"4275"	"FAM161A"	4
"4276"	"FAM161B"	4
"4277"	"FAM163B"	1
"4278"	"FAM166A"	3
"4279"	"FAM167A"	1
"4280"	"FAM167B"	1
"4281"	"FAM169B"	1
"4282"	"FAM170A"	3
"4283"	"FAM171A1"	4
"4284"	"FAM171B"	4
"4285"	"FAM172A"	4
"4286"	"FAM173B"	2
"4287"	"FAM174B"	3
"4288"	"FAM175A"	3
"4289"	"FAM175B"	1
"4290"	"FAM177B"	1
"4291"	"FAM178A"	9
"4292"	"FAM178B"	1
"4293"	"FAM179A"	5
"4294"	"FAM179B"	11
"4295"	"FAM180A"	1
"4296"	"FAM181A"	4
"4297"	"FAM184A"	17
"4298"	"FAM186B"	3
"4299"	"FAM187B"	3
"4300"	"FAM188A"	3
"4301"	"FAM188B"	4
"4302"	"FAM189A2"	4
"4303"	"FAM192A"	2
"4304"	"FAM193A"	9
"4305"	"FAM193B"	3
"4306"	"FAM196A"	5
"4307"	"FAM198B"	3
"4308"	"FAM199X"	3
"4309"	"FAM19A1"	3
"4310"	"FAM19A2"	6
"4311"	"FAM19A3"	1
"4312"	"FAM19A4"	1
"4313"	"FAM19A5"	4
"4314"	"FAM204A"	2
"4315"	"FAM207A"	1
"4316"	"FAM208A"	6
"4317"	"FAM208B"	11
"4318"	"FAM209A"	1
"4319"	"FAM209B"	1
"4320"	"FAM20A"	4
"4321"	"FAM20B"	2
"4322"	"FAM210B"	1
"4323"	"FAM212A"	1
"4324"	"FAM212B"	1
"4325"	"FAM213A"	3
"4326"	"FAM214A"	2
"4327"	"FAM214B"	5
"4328"	"FAM217A"	2
"4329"	"FAM217B"	2
"4330"	"FAM219B"	1
"4331"	"FAM21A"	5
"4332"	"FAM21C"	10
"4333"	"FAM220A"	2
"4334"	"FAM221A"	1
"4335"	"FAM221B"	1
"4336"	"FAM222A"	1
"4337"	"FAM222B"	1
"4338"	"FAM227B"	7
"4339"	"FAM229B"	1
"4340"	"FAM24A"	2
"4341"	"FAM24B"	2
"4342"	"FAM26D"	2
"4343"	"FAM35A"	2
"4344"	"FAM3A"	3
"4345"	"FAM3B"	3
"4346"	"FAM3C"	1
"4347"	"FAM3D"	1
"4348"	"FAM43A"	2
"4349"	"FAM45A"	1
"4350"	"FAM46A"	1
"4351"	"FAM46C"	5
