"types"	"counts"
"3168"	"CLDN10"	4
"3169"	"CLDN11"	57
"3170"	"CLDN12"	13
"3171"	"CLDN14"	1
"3172"	"CLDN15"	15
"3173"	"CLDN16"	53
"3174"	"CLDN18"	31
"3175"	"CLDN19"	4
"3176"	"CLDN2"	5
"3177"	"CLDN22"	7
"3178"	"CLDN23"	12
"3179"	"CLDN24"	7
"3180"	"CLDN25"	5
"3181"	"CLDN3"	5
"3182"	"CLDN4"	5
"3183"	"CLDN5"	5
"3184"	"CLDN6"	1
"3185"	"CLDN9"	1
"3186"	"CLDND1"	7
"3187"	"CLDND2"	2
"3188"	"CLEC11A"	1
"3189"	"CLEC12A"	7
"3190"	"CLEC12B"	7
"3191"	"CLEC14A"	5
"3192"	"CLEC16A"	2
"3193"	"CLEC17A"	4
"3194"	"CLEC18A"	3
"3195"	"CLEC18B"	1
"3196"	"CLEC18C"	3
"3197"	"CLEC1A"	6
"3198"	"CLEC1B"	7
"3199"	"CLEC2A"	7
"3200"	"CLEC2B"	7
"3201"	"CLEC2D"	7
"3202"	"CLEC2L"	6
"3203"	"CLEC3A"	1
"3204"	"CLEC3B"	2
"3205"	"CLEC4A"	7
"3206"	"CLEC4C"	6
"3207"	"CLEC4D"	7
"3208"	"CLEC4E"	7
"3209"	"CLEC4F"	2
"3210"	"CLEC4G"	2
"3211"	"CLEC4GP1"	2
"3212"	"CLEC4M"	2
"3213"	"CLEC5A"	5
"3214"	"CLEC6A"	7
"3215"	"CLEC7A"	6
"3216"	"CLEC9A"	6
"3217"	"CLECL1"	7
"3218"	"CLGN"	1
"3219"	"CLHC1"	3
"3220"	"CLIC1"	5
"3221"	"CLIC2"	10
"3222"	"CLIC3"	5
"3223"	"CLIC5"	7
"3224"	"CLIC6"	1
"3225"	"CLINT1"	1
"3226"	"CLIP2"	5
"3227"	"CLIP3"	2
"3228"	"CLIP4"	2
"3229"	"CLK1"	9
"3230"	"CLK2"	5
"3231"	"CLK2P"	6
"3232"	"CLK4"	2
"3233"	"CLMN"	7
"3234"	"CLMP"	4
"3235"	"CLN3"	3
"3236"	"CLN5"	9
"3237"	"CLN8"	16
"3238"	"CLNK"	4
"3239"	"CLNS1A"	17
"3240"	"CLOCK"	2
"3241"	"CLP1"	3
"3242"	"CLPB"	27
"3243"	"CLPP"	2
"3244"	"CLPS"	2
"3245"	"CLPSL1"	2
"3246"	"CLPSL2"	2
"3247"	"CLPTM1"	2
"3248"	"CLPTM1L"	26
"3249"	"CLRN1"	44
"3250"	"CLRN1-AS1"	44
"3251"	"CLRN2"	3
"3252"	"CLRN3"	2
"3253"	"CLSPN"	2
"3254"	"CLSTN1"	1
"3255"	"CLSTN2"	29
"3256"	"CLSTN3"	7
"3257"	"CLTA"	14
"3258"	"CLTB"	1
"3259"	"CLTC"	2
"3260"	"CLTCL1"	5
"3261"	"CLU"	8
"3262"	"CLUAP1"	1
"3263"	"CLUL1"	17
"3264"	"CLVS1"	11
"3265"	"CLVS2"	3
"3266"	"CLYBL"	4
"3267"	"CMA1"	5
"3268"	"CMAHP"	2
"3269"	"CMAS"	4
"3270"	"CMBL"	20
"3271"	"CMC1"	4
"3272"	"CMC4"	10
"3273"	"CMIP"	1
"3274"	"CMKLR1"	1
"3275"	"CMPK1"	2
"3276"	"CMPK2"	1
"3277"	"CMSS1"	9
"3278"	"CMTM1"	3
"3279"	"CMTM2"	3
"3280"	"CMTM3"	3
"3281"	"CMTM4"	3
"3282"	"CMTM5"	3
"3283"	"CMTM6"	3
"3284"	"CMTM7"	3
"3285"	"CMTM8"	3
"3286"	"CMYA5"	1
"3287"	"CN5H6-4"	1
"3288"	"CNBD1"	12
"3289"	"CNBD2"	6
"3290"	"CNBP"	12
"3291"	"CNDP1"	16
"3292"	"CNDP2"	18
"3293"	"CNEP1R1"	3
"3294"	"CNGA1"	4
"3295"	"CNGA2"	8
"3296"	"CNGA3"	4
"3297"	"CNGA4"	1
"3298"	"CNGB1"	2
"3299"	"CNGB3"	12
"3300"	"CNIH"	4
"3301"	"CNIH2"	18
"3302"	"CNIH3"	4
"3303"	"CNIH4"	3
"3304"	"CNKSR2"	15
"3305"	"CNN1"	6
"3306"	"CNN2"	3
"3307"	"CNN3"	3
"3308"	"CNNM3"	8
"3309"	"CNNM4"	7
"3310"	"CNO"	4
"3311"	"CNOT1"	2
"3312"	"CNOT10"	3
"3313"	"CNOT11"	1
"3314"	"CNOT2"	14
"3315"	"CNOT3"	2
"3316"	"CNOT4"	6
"3317"	"CNOT6"	2
"3318"	"CNOT6L"	3
"3319"	"CNOT7"	10
"3320"	"CNOT8"	1
"3321"	"CNP"	2
"3322"	"CNPPD1"	5
"3323"	"CNPY1"	5
"3324"	"CNPY2"	2
"3325"	"CNPY3"	6
"3326"	"CNPY4"	18
"3327"	"CNR1"	2
"3328"	"CNRIP1"	2
"3329"	"CNST"	5
"3330"	"CNTD1"	1
"3331"	"CNTD2"	4
"3332"	"CNTF"	5
"3333"	"CNTFR"	15
"3334"	"CNTLN"	9
"3335"	"CNTN1"	1
"3336"	"CNTN2"	4
"3337"	"CNTN3"	5
"3338"	"CNTN4"	4
"3339"	"CNTN5"	15
"3340"	"CNTN6"	5
"3341"	"CNTNAP1"	2
"3342"	"CNTNAP2"	6
"3343"	"CNTNAP3"	6
"3344"	"CNTNAP3B"	6
"3345"	"CNTNAP4"	1
"3346"	"CNTRL"	6
"3347"	"CNTROB"	1
"3348"	"COA3"	1
"3349"	"COA4"	15
"3350"	"COA5"	3
"3351"	"COA6"	4
"3352"	"COASY"	2
"3353"	"COBL"	8
"3354"	"COBLL1"	6
"3355"	"COCH"	3
"3356"	"COG1"	2
"3357"	"COG2"	4
"3358"	"COG3"	2
"3359"	"COG4"	3
"3360"	"COG5"	10
"3361"	"COG6"	2
"3362"	"COG7"	2
"3363"	"COG8"	3
"3364"	"COIL"	3
"3365"	"COL10A1"	3
"3366"	"COL11A1"	3
"3367"	"COL11A2"	3
"3368"	"COL12A1"	1
"3369"	"COL13A1"	2
"3370"	"COL14A1"	25
"3371"	"COL15A1"	4
"3372"	"COL16A1"	2
"3373"	"COL18A1"	1
"3374"	"COL18A1-AS1"	1
"3375"	"COL19A1"	3
"3376"	"COL1A1"	1
"3377"	"COL1A2"	19
"3378"	"COL21A1"	10
"3379"	"COL22A1"	30
"3380"	"COL23A1"	2
"3381"	"COL24A1"	1
"3382"	"COL26A1"	15
"3383"	"COL27A1"	6
"3384"	"COL28A1"	6
"3385"	"COL2A1"	2
"3386"	"COL3A1"	9
"3387"	"COL4A1"	6
"3388"	"COL4A2"	7
"3389"	"COL4A3"	3
"3390"	"COL4A3BP"	2
"3391"	"COL4A4"	3
"3392"	"COL4A5"	6
"3393"	"COL4A6"	6
"3394"	"COL5A1"	5
"3395"	"COL5A2"	9
"3396"	"COL5A3"	5
"3397"	"COL6A1"	2
"3398"	"COL6A2"	2
"3399"	"COL6A3"	5
"3400"	"COL6A4P1"	3
"3401"	"COL6A4P2"	12
"3402"	"COL6A5"	13
"3403"	"COL6A6"	14
"3404"	"COL7A1"	3
"3405"	"COL8A1"	8
"3406"	"COL8A2"	2
"3407"	"COL9A1"	2
"3408"	"COL9A2"	6
"3409"	"COLEC10"	23
"3410"	"COLEC12"	17
"3411"	"COLGALT1"	2
"3412"	"COLGALT2"	5
"3413"	"COLQ"	4
"3414"	"COMMD1"	6
"3415"	"COMMD10"	2
"3416"	"COMMD2"	43
"3417"	"COMMD3"	2
"3418"	"COMMD3-BMI1"	2
"3419"	"COMMD5"	31
"3420"	"COMMD6"	8
"3421"	"COMMD7"	9
"3422"	"COMMD8"	2
"3423"	"COMMD9"	8
"3424"	"COMP"	1
"3425"	"COMT"	5
"3426"	"COMTD1"	2
"3427"	"COPA"	7
"3428"	"COPB1"	3
"3429"	"COPB2"	30
"3430"	"COPE"	1
"3431"	"COPG1"	12
"3432"	"COPG2"	5
"3433"	"COPRS"	1
"3434"	"COPS2"	2
"3435"	"COPS3"	2
"3436"	"COPS4"	4
"3437"	"COPS5"	10
"3438"	"COPS6"	18
"3439"	"COPS7A"	7
"3440"	"COPS7B"	3
"3441"	"COPS8"	5
"3442"	"COPZ1"	1
"3443"	"COPZ2"	2
"3444"	"COQ10A"	2
"3445"	"COQ10B"	7
"3446"	"COQ2"	4
"3447"	"COQ3"	3
"3448"	"COQ4"	5
"3449"	"COQ6"	3
"3450"	"COQ7"	1
"3451"	"COQ9"	2
"3452"	"CORIN"	2
"3453"	"CORO1A"	2
"3454"	"CORO1B"	22
"3455"	"CORO1C"	1
"3456"	"CORO2A"	4
"3457"	"CORO7"	1
"3458"	"CORO7-PAM16"	1
"3459"	"CORT"	1
"3460"	"COTL1"	2
"3461"	"COX10"	2
"3462"	"COX11"	3
"3463"	"COX16"	2
"3464"	"COX17"	10
"3465"	"COX18"	1
"3466"	"COX19"	7
"3467"	"COX4I1"	2
"3468"	"COX4I2"	13
"3469"	"COX5B"	8
"3470"	"COX6A1"	1
"3471"	"COX6B1"	4
"3472"	"COX6B2"	2
"3473"	"COX6C"	15
"3474"	"COX7A1"	2
"3475"	"COX7A2"	1
"3476"	"COX7A2L"	3
"3477"	"COX7B"	2
"3478"	"COX7B2"	2
"3479"	"COX7C"	2
"3480"	"COX8A"	8
"3481"	"COX8C"	6
"3482"	"CP"	43
"3483"	"CPA1"	5
"3484"	"CPA2"	4
"3485"	"CPA3"	42
"3486"	"CPA4"	4
"3487"	"CPA5"	5
"3488"	"CPA6"	10
"3489"	"CPAMD8"	1
"3490"	"CPB1"	42
"3491"	"CPB2"	2
"3492"	"CPE"	4
"3493"	"CPEB1"	2
"3494"	"CPEB2"	3
"3495"	"CPEB4"	2
"3496"	"CPED1"	4
"3497"	"CPLX1"	9
"3498"	"CPLX2"	1
"3499"	"CPLX4"	13
"3500"	"CPM"	15
"3501"	"CPN2"	53
"3502"	"CPNE1"	5
"3503"	"CPNE2"	2
"3504"	"CPNE3"	12
"3505"	"CPNE4"	17
"3506"	"CPNE5"	2
"3507"	"CPNE6"	5
"3508"	"CPNE7"	5
"3509"	"CPNE9"	3
"3510"	"CPO"	7
"3511"	"CPOX"	7
"3512"	"CPPED1"	1
"3513"	"CPS1"	6
"3514"	"CPS1-IT1"	6
"3515"	"CPSF1"	31
"3516"	"CPSF2"	6
"3517"	"CPSF3L"	2
"3518"	"CPSF4"	19
"3519"	"CPSF4L"	2
"3520"	"CPSF6"	15
"3521"	"CPSF7"	4
"3522"	"CPT1A"	41
"3523"	"CPT1C"	1
"3524"	"CPT2"	1
"3525"	"CPVL"	5
"3526"	"CPXCR1"	2
"3527"	"CPXM1"	1
"3528"	"CPXM2"	2
"3529"	"CPZ"	5
"3530"	"CR1"	3
"3531"	"CR1L"	3
"3532"	"CR2"	3
"3533"	"CRABP1"	1
"3534"	"CRABP2"	5
"3535"	"CRAMP1L"	1
"3536"	"CRAT"	5
"3537"	"CRB1"	4
"3538"	"CRB2"	7
"3539"	"CRB3"	2
"3540"	"CRBN"	4
"3541"	"CRCP"	5
"3542"	"CRCT1"	5
"3543"	"CREB1"	5
"3544"	"CREB3"	19
"3545"	"CREB3L1"	8
"3546"	"CREB3L2"	7
"3547"	"CREB3L3"	3
"3548"	"CREB3L4"	5
"3549"	"CREB5"	5
"3550"	"CREBBP"	1
"3551"	"CREBL2"	3
"3552"	"CREBRF"	1
"3553"	"CREBZF"	10
"3554"	"CREG1"	5
"3555"	"CREG2"	1
"3556"	"CRELD1"	3
"3557"	"CREM"	4
"3558"	"CRH"	11
"3559"	"CRHBP"	2
"3560"	"CRHR1"	1
"3561"	"CRHR2"	5
"3562"	"CRIM1"	2
"3563"	"CRIP1"	9
"3564"	"CRIP2"	9
"3565"	"CRIP3"	6
"3566"	"CRIPAK"	7
"3567"	"CRIPT"	3
"3568"	"CRISP1"	4
"3569"	"CRISP2"	4
"3570"	"CRISP3"	4
"3571"	"CRISPLD1"	15
"3572"	"CRISPLD2"	2
"3573"	"CRKL"	5
"3574"	"CRLF1"	2
"3575"	"CRLF2"	18
"3576"	"CRLS1"	3
"3577"	"CRMP1"	4
"3578"	"CRNDE"	2
"3579"	"CRNKL1"	2
"3580"	"CRNN"	5
"3581"	"CROCC"	1
"3582"	"CROCCP2"	1
"3583"	"CROCCP3"	1
"3584"	"CROT"	12
"3585"	"CRP"	6
"3586"	"CRSP8P"	1
"3587"	"CRTAM"	4
"3588"	"CRTAP"	3
"3589"	"CRTC1"	1
"3590"	"CRTC2"	5
"3591"	"CRTC3"	2
"3592"	"CRX"	1
"3593"	"CRY1"	1
"3594"	"CRY2"	9
"3595"	"CRYAA"	1
"3596"	"CRYAB"	7
"3597"	"CRYBA1"	2
"3598"	"CRYBA2"	5
"3599"	"CRYBA4"	3
"3600"	"CRYBB1"	3
"3601"	"CRYBB2"	3
"3602"	"CRYBB2P1"	3
"3603"	"CRYBB3"	3
"3604"	"CRYGA"	5
"3605"	"CRYGB"	5
"3606"	"CRYGC"	5
"3607"	"CRYGD"	5
"3608"	"CRYGN"	6
"3609"	"CRYGS"	56
"3610"	"CRYL1"	2
"3611"	"CRYM"	1
"3612"	"CRYM-AS1"	1
"3613"	"CRYZ"	2
"3614"	"CRYZL1"	2
"3615"	"CS"	2
"3616"	"CSAD"	2
"3617"	"CSAG1"	9
"3618"	"CSAG2"	9
"3619"	"CSAG3"	9
"3620"	"CSDE1"	9
"3621"	"CSE1L"	1
"3622"	"CSF1"	2
"3623"	"CSF1R"	1
"3624"	"CSF2"	3
"3625"	"CSF2RA"	18
"3626"	"CSF2RB"	1
"3627"	"CSF3"	5
"3628"	"CSF3R"	2
"3629"	"CSGALNACT1"	11
"3630"	"CSGALNACT2"	2
"3631"	"CSH1"	2
"3632"	"CSH2"	2
"3633"	"CSHL1"	2
"3634"	"CSMD1"	27
"3635"	"CSMD2"	2
"3636"	"CSMD3"	23
"3637"	"CSN1S1"	2
"3638"	"CSN1S2AP"	2
"3639"	"CSN1S2BP"	2
"3640"	"CSN2"	2
"3641"	"CSN3"	2
"3642"	"CSNK1A1"	1
"3643"	"CSNK1A1L"	3
"3644"	"CSNK1D"	2
"3645"	"CSNK1G2"	3
"3646"	"CSNK1G2-AS1"	3
"3647"	"CSNK1G3"	2
"3648"	"CSNK2A1"	1
"3649"	"CSNK2A2"	2
"3650"	"CSNK2A3"	1
"3651"	"CSNK2B"	5
"3652"	"CSPG5"	2
"3653"	"CSPP1"	10
"3654"	"CSRNP1"	2
"3655"	"CSRNP2"	1
"3656"	"CSRNP3"	6
"3657"	"CSRP1"	4
"3658"	"CSRP2BP"	2
"3659"	"CSRP3"	1
"3660"	"CST1"	3
"3661"	"CST11"	2
"3662"	"CST2"	3
"3663"	"CST3"	2
"3664"	"CST4"	3
"3665"	"CST5"	3
"3666"	"CST6"	16
"3667"	"CST7"	4
"3668"	"CST8"	2
"3669"	"CST9"	2
"3670"	"CST9L"	2
"3671"	"CSTA"	9
"3672"	"CSTB"	1
"3673"	"CSTF2"	5
"3674"	"CSTF2T"	4
"3675"	"CSTF3"	3
"3676"	"CSTL1"	2
"3677"	"CSTT"	2
"3678"	"CT45A1"	7
"3679"	"CT45A2"	7
"3680"	"CT45A3"	7
"3681"	"CT45A4"	7
"3682"	"CT45A5"	7
"3683"	"CT45A6"	7
"3684"	"CT47A1"	7
"3685"	"CT47A10"	7
"3686"	"CT47A11"	7
"3687"	"CT47A12"	7
"3688"	"CT47A2"	7
"3689"	"CT47A3"	7
"3690"	"CT47A4"	7
"3691"	"CT47A5"	7
"3692"	"CT47A6"	7
"3693"	"CT47A7"	7
"3694"	"CT47A8"	7
"3695"	"CT47A9"	7
"3696"	"CT47B1"	7
"3697"	"CTAG1A"	10
"3698"	"CTAG1B"	10
"3699"	"CTAG2"	10
"3700"	"CTAGE1"	5
"3701"	"CTAGE10P"	3
"3702"	"CTAGE11P"	8
"3703"	"CTAGE15P"	5
"3704"	"CTAGE4"	5
"3705"	"CTAGE5"	4
"3706"	"CTAGE6P"	5
"3707"	"CTAGE7P"	3
"3708"	"CTAGE9"	4
"3709"	"CTBP1"	8
"3710"	"CTBP1-AS1"	8
"3711"	"CTBP2"	3
"3712"	"CTBS"	1
"3713"	"CTCF"	3
"3714"	"CTCFL"	1
"3715"	"CTDP1"	17
"3716"	"CTDSP1"	5
"3717"	"CTDSP2"	2
"3718"	"CTDSPL"	3
"3719"	"CTF1"	1
"3720"	"CTGF"	4
"3721"	"CTH"	2
"3722"	"CTHRC1"	18
"3723"	"CTIF"	6
"3724"	"CTLA4"	8
"3725"	"CTNNA1"	1
"3726"	"CTNNA2"	2
"3727"	"CTNNA3"	2
"3728"	"CTNNAL1"	6
"3729"	"CTNNB1"	4
"3730"	"CTNNBIP1"	1
"3731"	"CTNNBL1"	3
"3732"	"CTNND1"	3
"3733"	"CTNND2"	18
"3734"	"CTPS1"	5
"3735"	"CTPS2"	14
"3736"	"CTR9"	1
"3737"	"CTRB1"	1
"3738"	"CTRB2"	1
"3739"	"CTRC"	2
"3740"	"CTRL"	3
"3741"	"CTSA"	2
"3742"	"CTSB"	11
"3743"	"CTSC"	12
"3744"	"CTSD"	2
"3745"	"CTSE"	4
"3746"	"CTSF"	19
"3747"	"CTSG"	5
"3748"	"CTSH"	3
"3749"	"CTSK"	7
"3750"	"CTSL1"	4
"3751"	"CTSL1P2"	2
"3752"	"CTSL1P8"	4
"3753"	"CTSL2"	4
"3754"	"CTSL3P"	4
"3755"	"CTSO"	4
"3756"	"CTSS"	7
"3757"	"CTSW"	12
"3758"	"CTTN"	84
"3759"	"CTTNBP2"	3
"3760"	"CTTNBP2NL"	5
"3761"	"CTU1"	1
"3762"	"CTU2"	4
"3763"	"CTXN1"	2
"3764"	"CTXN2"	1
"3765"	"CTXN3"	3
"3766"	"CUBN"	1
"3767"	"CUEDC1"	1
"3768"	"CUL1"	7
"3769"	"CUL2"	3
"3770"	"CUL3"	7
"3771"	"CUL4A"	9
"3772"	"CUL4B"	7
"3773"	"CUL5"	6
"3774"	"CUL7"	6
"3775"	"CUL9"	6
"3776"	"CUTA"	3
"3777"	"CUX1"	14
"3778"	"CUX2"	1
"3779"	"CUZD1"	2
"3780"	"CWC15"	9
"3781"	"CWC22"	8
"3782"	"CWC25"	2
"3783"	"CWC27"	1
"3784"	"CWF19L1"	1
"3785"	"CWF19L2"	7
"3786"	"CWH43"	3
"3787"	"CX3CL1"	2
"3788"	"CX3CR1"	2
"3789"	"CXADR"	8
"3790"	"CXADRP2"	4
"3791"	"CXADRP3"	6
"3792"	"CXCL1"	1
"3793"	"CXCL10"	3
"3794"	"CXCL11"	3
"3795"	"CXCL12"	4
"3796"	"CXCL13"	2
"3797"	"CXCL14"	1
"3798"	"CXCL2"	1
"3799"	"CXCL3"	1
"3800"	"CXCL5"	1
"3801"	"CXCL6"	1
"3802"	"CXCL9"	3
"3803"	"CXCR1"	5
"3804"	"CXCR2"	5
"3805"	"CXCR2P1"	5
"3806"	"CXCR3"	3
"3807"	"CXCR5"	3
"3808"	"CXCR6"	2
"3809"	"CXCR7"	6
"3810"	"CXORF21"	13
"3811"	"CXORF22"	13
"3812"	"CXORF23"	13
"3813"	"CXORF26"	2
"3814"	"CXORF27"	14
"3815"	"CXORF28"	17
"3816"	"CXORF30"	13
"3817"	"CXORF31"	14
"3818"	"CXORF36"	15
"3819"	"CXORF38"	13
"3820"	"CXORF40A"	7
"3821"	"CXORF40B"	7
"3822"	"CXORF41"	5
"3823"	"CXORF48"	7
"3824"	"CXORF49"	3
"3825"	"CXORF49B"	3
"3826"	"CXORF51A"	6
"3827"	"CXORF51B"	6
"3828"	"CXORF56"	8
"3829"	"CXORF57"	5
"3830"	"CXORF58"	15
"3831"	"CXORF61"	7
"3832"	"CXORF64"	6
"3833"	"CXORF65"	3
"3834"	"CXORF66"	7
"3835"	"CXORF68"	10
"3836"	"CXXC1"	5
"3837"	"CXXC11"	7
"3838"	"CXXC1P1"	14
"3839"	"CXXC5"	1
"3840"	"CYB561"	2
"3841"	"CYB561A3"	4
"3842"	"CYB561D1"	2
"3843"	"CYB561D2"	2
"3844"	"CYB5A"	17
"3845"	"CYB5B"	3
"3846"	"CYB5D1"	2
"3847"	"CYB5R1"	4
"3848"	"CYB5R2"	1
"3849"	"CYB5R4"	1
"3850"	"CYB5RL"	1
"3851"	"CYBA"	4
"3852"	"CYBB"	13
"3853"	"CYBRD1"	8
"3854"	"CYC1"	32
"3855"	"CYCS"	4
"3856"	"CYCSP52"	6
"3857"	"CYFIP1"	4
"3858"	"CYFIP2"	1
"3859"	"CYGB"	1
"3860"	"CYHR1"	31
"3861"	"CYLC1"	2
"3862"	"CYLC2"	5
"3863"	"CYLD"	3
"3864"	"CYMP"	2
"3865"	"CYP11B1"	33
"3866"	"CYP11B2"	33
"3867"	"CYP19A1"	1
"3868"	"CYP1B1"	4
"3869"	"CYP1B1-AS1"	4
"3870"	"CYP20A1"	9
"3871"	"CYP21A1P"	5
"3872"	"CYP21A2"	5
"3873"	"CYP24A1"	1
"3874"	"CYP26B1"	2
"3875"	"CYP27A1"	5
"3876"	"CYP27B1"	2
"3877"	"CYP2A13"	2
"3878"	"CYP2A6"	2
"3879"	"CYP2A7"	2
"3880"	"CYP2B6"	2
"3881"	"CYP2B7P1"	2
"3882"	"CYP2E1"	2
"3883"	"CYP2F1"	1
"3884"	"CYP2G1P"	2
"3885"	"CYP2J2"	2
"3886"	"CYP2R1"	3
"3887"	"CYP2S1"	1
"3888"	"CYP2W1"	7
"3889"	"CYP39A1"	7
"3890"	"CYP3A4"	19
"3891"	"CYP3A43"	19
"3892"	"CYP3A5"	19
"3893"	"CYP3A7"	19
"3894"	"CYP3A7-CYP3AP1"	19
"3895"	"CYP46A1"	9
"3896"	"CYP4A11"	2
"3897"	"CYP4A22"	2
"3898"	"CYP4B1"	2
"3899"	"CYP4F11"	2
"3900"	"CYP4F12"	3
"3901"	"CYP4F2"	2
"3902"	"CYP4F22"	4
"3903"	"CYP4F24P"	3
"3904"	"CYP4F3"	3
"3905"	"CYP4F35P"	6
"3906"	"CYP4F8"	4
"3907"	"CYP4V2"	11
"3908"	"CYP4X1"	2
"3909"	"CYP4Z1"	2
"3910"	"CYP4Z2P"	2
"3911"	"CYP51A1"	17
"3912"	"CYP7A1"	11
"3913"	"CYP7B1"	12
"3914"	"CYP8B1"	2
"3915"	"CYR61"	1
"3916"	"CYS1"	1
"3917"	"CYSLTR1"	2
"3918"	"CYSLTR2"	4
"3919"	"CYTH1"	2
"3920"	"CYTH3"	6
"3921"	"CYTIP"	4
"3922"	"CYTL1"	4
"3923"	"D21S2088E"	3
"3924"	"D2HGDH"	7
"3925"	"D4S234E"	4
"3926"	"DAAM1"	5
"3927"	"DAAM2"	3
"3928"	"DAB1"	2
"3929"	"DAB2"	16
"3930"	"DAB2IP"	6
"3931"	"DACH1"	11
"3932"	"DACT1"	4
"3933"	"DACT2"	3
"3934"	"DAD1"	4
"3935"	"DAG1"	2
"3936"	"DAGLA"	4
"3937"	"DAGLB"	6
"3938"	"DAK"	4
"3939"	"DALRD3"	2
"3940"	"DANCR"	2
"3941"	"DAND5"	5
"3942"	"DAO"	1
"3943"	"DAOA"	5
"3944"	"DAOA-AS1"	5
"3945"	"DAP"	20
"3946"	"DAP3"	5
"3947"	"DAPK1"	4
"3948"	"DAPK3"	4
"3949"	"DAPL1"	2
"3950"	"DARC"	6
"3951"	"DARS2"	4
"3952"	"DAW1"	3
"3953"	"DAXX"	3
"3954"	"DAZAP1"	3
"3955"	"DAZAP2"	1
"3956"	"DAZL"	3
"3957"	"DBC1"	6
"3958"	"DBF4"	14
"3959"	"DBF4B"	1
"3960"	"DBH"	5
"3961"	"DBI"	3
"3962"	"DBIL5P2"	5
"3963"	"DBN1"	1
"3964"	"DBNDD1"	5
"3965"	"DBNDD2"	2
"3966"	"DBNL"	3
"3967"	"DBR1"	32
"3968"	"DBT"	3
"3969"	"DBX1"	1
"3970"	"DBX2"	3
"3971"	"DCAF10"	8
"3972"	"DCAF11"	5
"3973"	"DCAF12"	14
"3974"	"DCAF12L1"	6
"3975"	"DCAF12L2"	7
"3976"	"DCAF13"	18
"3977"	"DCAF15"	5
"3978"	"DCAF16"	3
"3979"	"DCAF17"	7
"3980"	"DCAF4"	3
"3981"	"DCAF4L1"	2
"3982"	"DCAF4L2"	11
"3983"	"DCAF5"	4
"3984"	"DCAF6"	5
"3985"	"DCAF7"	2
"3986"	"DCAF8"	7
"3987"	"DCAF8L1"	13
"3988"	"DCAF8L2"	13
"3989"	"DCAKD"	1
"3990"	"DCBLD1"	3
"3991"	"DCBLD2"	7
"3992"	"DCC"	9
"3993"	"DCD"	2
"3994"	"DCDC1"	2
"3995"	"DCDC2"	4
"3996"	"DCDC2B"	1
"3997"	"DCDC5"	3
"3998"	"DCHS1"	1
"3999"	"DCHS2"	4
"4000"	"DCK"	1
"4001"	"DCLK1"	2
"4002"	"DCLK2"	3
"4003"	"DCLK3"	3
"4004"	"DCLRE1A"	2
"4005"	"DCLRE1B"	9
"4006"	"DCLRE1C"	1
"4007"	"DCN"	1
"4008"	"DCP1A"	2
"4009"	"DCP1B"	10
"4010"	"DCP2"	3
"4011"	"DCPS"	5
"4012"	"DCST1"	5
"4013"	"DCST2"	5
"4014"	"DCSTAMP"	17
"4015"	"DCT"	3
"4016"	"DCTD"	7
"4017"	"DCTN1"	2
"4018"	"DCTN2"	2
"4019"	"DCTN3"	16
"4020"	"DCTN4"	1
"4021"	"DCTN5"	2
"4022"	"DCTN6"	13
"4023"	"DCTPP1"	2
"4024"	"DCUN1D1"	60
"4025"	"DCUN1D2"	9
"4026"	"DCUN1D3"	1
"4027"	"DCUN1D4"	3
"4028"	"DCUN1D5"	20
"4029"	"DCX"	5
"4030"	"DCXR"	3
"4031"	"DDA1"	1
"4032"	"DDAH1"	1
"4033"	"DDAH2"	5
"4034"	"DDB1"	4
"4035"	"DDB2"	5
"4036"	"DDC"	8
"4037"	"DDHD1"	5
"4038"	"DDHD2"	33
"4039"	"DDI1"	16
"4040"	"DDI2"	2
"4041"	"DDIT3"	2
"4042"	"DDIT4"	3
"4043"	"DDO"	3
"4044"	"DDR1"	5
"4045"	"DDR2"	5
"4046"	"DDRGK1"	1
"4047"	"DDT"	4
"4048"	"DDTL"	4
"4049"	"DDX1"	3
"4050"	"DDX10"	6
"4051"	"DDX11"	8
"4052"	"DDX11L1"	2
"4053"	"DDX11L10"	1
"4054"	"DDX11L2"	2
"4055"	"DDX11L9"	3
"4056"	"DDX12P"	7
"4057"	"DDX18"	3
"4058"	"DDX19A"	3
"4059"	"DDX19B"	3
"4060"	"DDX20"	5
"4061"	"DDX21"	2
"4062"	"DDX23"	1
"4063"	"DDX24"	6
"4064"	"DDX25"	5
"4065"	"DDX26B"	7
"4066"	"DDX27"	1
"4067"	"DDX28"	3
"4068"	"DDX31"	5
"4069"	"DDX39A"	3
"4070"	"DDX39B"	5
"4071"	"DDX3X"	13
"4072"	"DDX4"	4
"4073"	"DDX41"	1
"4074"	"DDX42"	2
"4075"	"DDX43"	2
"4076"	"DDX46"	1
"4077"	"DDX47"	4
"4078"	"DDX49"	1
"4079"	"DDX5"	2
"4080"	"DDX50"	2
"4081"	"DDX52"	2
"4082"	"DDX53"	14
"4083"	"DDX55"	2
"4084"	"DDX56"	3
"4085"	"DDX58"	12
"4086"	"DDX59"	4
"4087"	"DDX6"	3
"4088"	"DDX60"	3
"4089"	"DDX60L"	4
"4090"	"DEAF1"	1
"4091"	"DEC1"	6
"4092"	"DECR1"	12
"4093"	"DECR2"	1
"4094"	"DEDD"	6
"4095"	"DEF6"	2
"4096"	"DEF8"	5
"4097"	"DEFA1"	12
"4098"	"DEFA10P"	12
"4099"	"DEFA1B"	12
