"types"	"counts"
"985"	"CCSER1"	4
"986"	"CCSER2"	1
"987"	"CCT5"	1
"988"	"CCT6A"	1
"989"	"CCT8L2"	1
"990"	"CCZ1"	1
"991"	"CCZ1B"	1
"992"	"CD109"	3
"993"	"CD14"	1
"994"	"CD163"	5
"995"	"CD163L1"	5
"996"	"CD19"	1
"997"	"CD1A"	1
"998"	"CD1B"	1
"999"	"CD1D"	1
"1000"	"CD1E"	4
"1001"	"CD209"	1
"1002"	"CD22"	1
"1003"	"CD247"	1
"1004"	"CD248"	1
"1005"	"CD27"	1
"1006"	"CD28"	2
"1007"	"CD2AP"	3
"1008"	"CD300C"	1
"1009"	"CD300E"	1
"1010"	"CD34"	2
"1011"	"CD40"	3
"1012"	"CD40LG"	2
"1013"	"CD48"	1
"1014"	"CD52"	1
"1015"	"CD53"	1
"1016"	"CD80"	2
"1017"	"CD8A"	2
"1018"	"CD9"	1
"1019"	"CDADC1"	1
"1020"	"CDC123"	1
"1021"	"CDC14A"	1
"1022"	"CDC20B"	1
"1023"	"CDC25B"	1
"1024"	"CDC42"	1
"1025"	"CDC42BPB"	1
"1026"	"CDC42EP4"	1
"1027"	"CDC45"	2
"1028"	"CDC5L"	1
"1029"	"CDCA2"	1
"1030"	"CDCA7"	1
"1031"	"CDCA7L"	1
"1032"	"CDH10"	10
"1033"	"CDH11"	2
"1034"	"CDH12"	2
"1035"	"CDH13"	1
"1036"	"CDH15"	1
"1037"	"CDH16"	3
"1038"	"CDH17"	1
"1039"	"CDH18"	1
"1040"	"CDH19"	7
"1041"	"CDH2"	3
"1042"	"CDH20"	2
"1043"	"CDH23"	1
"1044"	"CDH24"	1
"1045"	"CDH26"	3
"1046"	"CDH3"	3
"1047"	"CDH5"	1
"1048"	"CDH6"	2
"1049"	"CDH7"	7
"1050"	"CDH8"	6
"1051"	"CDH9"	2
"1052"	"CDHR5"	1
"1053"	"CDK11B"	2
"1054"	"CDK12"	3
"1055"	"CDK14"	1
"1056"	"CDK17"	1
"1057"	"CDK18"	1
"1058"	"CDK2AP2"	1
"1059"	"CDK5RAP2"	1
"1060"	"CDKL2"	1
"1061"	"CDKL5"	3
"1062"	"CDKN1B"	1
"1063"	"CDKN2A"	34
"1064"	"CDKN2AIP"	1
"1065"	"CDNF"	1
"1066"	"CDON"	2
"1067"	"CDR1"	2
"1068"	"CDR2"	1
"1069"	"CDS1"	1
"1070"	"CDS2"	1
"1071"	"CDT1"	1
"1072"	"CDYL2"	1
"1073"	"CEACAM18"	2
"1074"	"CEACAM20"	1
"1075"	"CEACAM5"	2
"1076"	"CEBPB"	1
"1077"	"CEBPG"	1
"1078"	"CEBPZ"	2
"1079"	"CECR1"	2
"1080"	"CECR2"	1
"1081"	"CECR5"	1
"1082"	"CEL"	1
"1083"	"CELA2A"	1
"1084"	"CELA3B"	1
"1085"	"CELF2"	1
"1086"	"CELSR1"	2
"1087"	"CELSR2"	7
"1088"	"CELSR3"	1
"1089"	"CEMIP"	4
"1090"	"CEMP1"	1
"1091"	"CENPA"	1
"1092"	"CENPBD1"	2
"1093"	"CENPE"	4
"1094"	"CENPF"	2
"1095"	"CENPJ"	1
"1096"	"CENPN"	1
"1097"	"CENPP"	1
"1098"	"CEP126"	2
"1099"	"CEP128"	1
"1100"	"CEP135"	1
"1101"	"CEP152"	2
"1102"	"CEP164"	2
"1103"	"CEP170"	3
"1104"	"CEP19"	1
"1105"	"CEP192"	2
"1106"	"CEP250"	3
"1107"	"CEP350"	6
"1108"	"CEP41"	2
"1109"	"CEP44"	2
"1110"	"CEP57"	1
"1111"	"CEP57L1"	1
"1112"	"CEP70"	1
"1113"	"CEP72"	1
"1114"	"CEP85L"	2
"1115"	"CEP95"	1
"1116"	"CEP97"	1
"1117"	"CERKL"	4
"1118"	"CERS2"	2
"1119"	"CERS5"	1
"1120"	"CERS6"	1
"1121"	"CES1"	1
"1122"	"CES2"	1
"1123"	"CETP"	1
"1124"	"CFAP221"	2
"1125"	"CFAP43"	1
"1126"	"CFAP46"	1
"1127"	"CFAP47"	2
"1128"	"CFAP52"	1
"1129"	"CFAP53"	1
"1130"	"CFAP54"	3
"1131"	"CFAP61"	4
"1132"	"CFAP69"	2
"1133"	"CFH"	1
"1134"	"CFHR2"	1
"1135"	"CFHR5"	3
"1136"	"CFI"	2
"1137"	"CFL1"	1
"1138"	"CFP"	1
"1139"	"CFTR"	4
"1140"	"CGB"	1
"1141"	"CGB2"	1
"1142"	"CGN"	1
"1143"	"CGNL1"	1
"1144"	"CHAC2"	1
"1145"	"CHAF1A"	1
"1146"	"CHAF1B"	1
"1147"	"CHCHD4"	1
"1148"	"CHD1"	1
"1149"	"CHD1L"	1
"1150"	"CHD2"	2
"1151"	"CHD3"	1
"1152"	"CHD4"	2
"1153"	"CHD5"	2
"1154"	"CHD7"	4
"1155"	"CHD8"	4
"1156"	"CHD9"	3
"1157"	"CHGA"	1
"1158"	"CHL1"	2
"1159"	"CHM"	2
"1160"	"CHML"	1
"1161"	"CHN1"	3
"1162"	"CHN2"	2
"1163"	"CHORDC1"	1
"1164"	"CHPF"	1
"1165"	"CHRD"	2
"1166"	"CHRM2"	1
"1167"	"CHRM3"	1
"1168"	"CHRNA6"	1
"1169"	"CHRND"	2
"1170"	"CHRNG"	1
"1171"	"CHST1"	2
"1172"	"CHST11"	1
"1173"	"CHST12"	1
"1174"	"CHST13"	2
"1175"	"CHST2"	1
"1176"	"CHST4"	1
"1177"	"CHST6"	3
"1178"	"CHST8"	2
"1179"	"CHST9"	1
"1180"	"CHSY3"	1
"1181"	"CHTF8"	1
"1182"	"CHURC1"	1
"1183"	"CIART"	1
"1184"	"CIITA"	2
"1185"	"CILP"	4
"1186"	"CIR1"	1
"1187"	"CIRH1A"	1
"1188"	"CIT"	1
"1189"	"CKAP2"	1
"1190"	"CKB"	1
"1191"	"CKM"	2
"1192"	"CLASRP"	1
"1193"	"CLC"	1
"1194"	"CLCA1"	2
"1195"	"CLCA2"	1
"1196"	"CLCN1"	1
"1197"	"CLCN2"	1
"1198"	"CLCN3"	1
"1199"	"CLCN4"	1
"1200"	"CLCN7"	1
"1201"	"CLCNKA"	1
"1202"	"CLCNKB"	2
"1203"	"CLDN15"	1
"1204"	"CLDN18"	1
"1205"	"CLDN6"	1
"1206"	"CLDN9"	1
"1207"	"CLEC14A"	2
"1208"	"CLEC16A"	1
"1209"	"CLEC4D"	1
"1210"	"CLEC4E"	1
"1211"	"CLEC4F"	1
"1212"	"CLEC6A"	1
"1213"	"CLGN"	1
"1214"	"CLHC1"	1
"1215"	"CLIC1"	1
"1216"	"CLIP1"	1
"1217"	"CLIP2"	1
"1218"	"CLK1"	2
"1219"	"CLK2"	1
"1220"	"CLK3"	1
"1221"	"CLMN"	3
"1222"	"CLN3"	1
"1223"	"CLN6"	1
"1224"	"CLOCK"	2
"1225"	"CLPB"	2
"1226"	"CLPTM1"	2
"1227"	"CLPTM1L"	1
"1228"	"CLPX"	1
"1229"	"CLSPN"	1
"1230"	"CLSTN2"	7
"1231"	"CLSTN3"	2
"1232"	"CLTCL1"	2
"1233"	"CLUH"	2
"1234"	"CLVS1"	3
"1235"	"CLVS2"	1
"1236"	"CMA1"	1
"1237"	"CMKLR1"	1
"1238"	"CMTM2"	1
"1239"	"CMTR2"	2
"1240"	"CMYA5"	2
"1241"	"CNBD1"	1
"1242"	"CNDP1"	2
"1243"	"CNGA1"	2
"1244"	"CNGA3"	1
"1245"	"CNGA4"	3
"1246"	"CNGB1"	5
"1247"	"CNKSR2"	2
"1248"	"CNKSR3"	1
"1249"	"CNN3"	1
"1250"	"CNNM1"	1
"1251"	"CNNM4"	2
"1252"	"CNOT1"	4
"1253"	"CNOT10"	2
"1254"	"CNOT3"	1
"1255"	"CNOT4"	1
"1256"	"CNPPD1"	1
"1257"	"CNPY2"	1
"1258"	"CNST"	1
"1259"	"CNTLN"	2
"1260"	"CNTN1"	1
"1261"	"CNTN3"	2
"1262"	"CNTN4"	1
"1263"	"CNTN5"	4
"1264"	"CNTN6"	4
"1265"	"CNTNAP2"	11
"1266"	"CNTNAP3"	3
"1267"	"CNTNAP4"	2
"1268"	"CNTNAP5"	7
"1269"	"CNTROB"	2
"1270"	"COA7"	1
"1271"	"COBL"	1
"1272"	"COBLL1"	3
"1273"	"COCH"	1
"1274"	"COG2"	1
"1275"	"COG3"	2
"1276"	"COG4"	2
"1277"	"COG5"	3
"1278"	"COG7"	2
"1279"	"COL10A1"	1
"1280"	"COL11A1"	12
"1281"	"COL11A2"	1
"1282"	"COL12A1"	1
"1283"	"COL13A1"	1
"1284"	"COL14A1"	6
"1285"	"COL15A1"	2
"1286"	"COL16A1"	1
"1287"	"COL17A1"	3
"1288"	"COL1A1"	1
"1289"	"COL1A2"	2
"1290"	"COL21A1"	1
"1291"	"COL22A1"	9
"1292"	"COL23A1"	1
"1293"	"COL24A1"	3
"1294"	"COL25A1"	2
"1295"	"COL27A1"	3
"1296"	"COL28A1"	1
"1297"	"COL2A1"	1
"1298"	"COL3A1"	4
"1299"	"COL4A2"	2
"1300"	"COL4A3"	2
"1301"	"COL4A3BP"	2
"1302"	"COL4A4"	3
"1303"	"COL4A5"	3
"1304"	"COL5A1"	2
"1305"	"COL5A2"	4
"1306"	"COL5A3"	1
"1307"	"COL6A2"	1
"1308"	"COL6A3"	5
"1309"	"COL6A5"	2
"1310"	"COL6A6"	8
"1311"	"COL7A1"	1
"1312"	"COL8A1"	1
"1313"	"COL8A2"	2
"1314"	"COL9A2"	1
"1315"	"COLEC12"	1
"1316"	"COLGALT2"	2
"1317"	"COMMD10"	1
"1318"	"COMMD7"	1
"1319"	"COMMD8"	1
"1320"	"COPB1"	1
"1321"	"COPB2"	2
"1322"	"COPG2"	2
"1323"	"COQ10A"	1
"1324"	"COQ6"	1
"1325"	"CORO1A"	1
"1326"	"CORO1C"	1
"1327"	"CORO2A"	1
"1328"	"COX11"	1
"1329"	"COX15"	1
"1330"	"COX19"	2
"1331"	"COX5B"	1
"1332"	"COX8A"	1
"1333"	"CPA4"	1
"1334"	"CPA6"	1
"1335"	"CPAMD8"	7
"1336"	"CPB1"	2
"1337"	"CPEB4"	1
"1338"	"CPED1"	2
"1339"	"CPLX1"	1
"1340"	"CPLX4"	2
"1341"	"CPM"	2
"1342"	"CPN2"	1
"1343"	"CPNE2"	1
"1344"	"CPNE4"	1
"1345"	"CPNE8"	1
"1346"	"CPQ"	1
"1347"	"CPS1"	3
"1348"	"CPSF1"	1
"1349"	"CPSF6"	2
"1350"	"CPSF7"	1
"1351"	"CPT1A"	2
"1352"	"CPT1B"	1
"1353"	"CPT1C"	1
"1354"	"CPTP"	2
"1355"	"CPVL"	3
"1356"	"CPXCR1"	3
"1357"	"CR1"	3
"1358"	"CR1L"	1
"1359"	"CR2"	2
"1360"	"CRABP2"	1
"1361"	"CRACR2A"	3
"1362"	"CRACR2B"	1
"1363"	"CRADD"	1
"1364"	"CRAMP1L"	1
"1365"	"CRB1"	3
"1366"	"CRB3"	1
"1367"	"CREB3L2"	2
"1368"	"CREB3L3"	2
"1369"	"CREB3L4"	1
"1370"	"CREB5"	1
"1371"	"CREBBP"	8
"1372"	"CREBRF"	2
"1373"	"CRHR2"	1
"1374"	"CRIM1"	2
"1375"	"CRISP2"	1
"1376"	"CRISP3"	1
"1377"	"CRK"	1
"1378"	"CRMP1"	1
"1379"	"CRNN"	1
"1380"	"CROCC"	2
"1381"	"CRTAP"	1
"1382"	"CRYBB1"	1
"1383"	"CRYBB3"	1
"1384"	"CRYBG3"	2
"1385"	"CRYGS"	2
"1386"	"CRYZ"	2
"1387"	"CS"	1
"1388"	"CSDE1"	1
"1389"	"CSE1L"	1
"1390"	"CSF2RB"	2
"1391"	"CSF3R"	2
"1392"	"CSGALNACT2"	2
"1393"	"CSH2"	3
"1394"	"CSMD1"	7
"1395"	"CSMD2"	4
"1396"	"CSMD3"	26
"1397"	"CSN1S1"	1
"1398"	"CSN3"	1
"1399"	"CSNK1A1"	1
"1400"	"CSNK1E"	1
"1401"	"CSNK1G1"	1
"1402"	"CSNK2A1"	2
"1403"	"CSNK2B-LY6G5B--991"	1
"1404"	"CSPG4"	3
"1405"	"CSPG5"	4
"1406"	"CSPP1"	3
"1407"	"CSRNP1"	1
"1408"	"CSRP3"	2
"1409"	"CST1"	1
"1410"	"CST11"	1
"1411"	"CST3"	1
"1412"	"CST4"	1
"1413"	"CST7"	1
"1414"	"CT47B1"	3
"1415"	"CT55"	2
"1416"	"CTAGE1"	1
"1417"	"CTAGE4"	1
"1418"	"CTAGE9"	1
"1419"	"CTBP2"	1
"1420"	"CTC1"	2
"1421"	"CTCF"	5
"1422"	"CTCFL"	1
"1423"	"CTD-2135J3-4"	1
"1424"	"CTDSP1"	1
"1425"	"CTDSPL2"	1
"1426"	"CTGLF11P"	1
"1427"	"CTH"	1
"1428"	"CTLA4"	1
"1429"	"CTNNA1"	2
"1430"	"CTNNA2"	9
"1431"	"CTNNA3"	4
"1432"	"CTNNB1"	2
"1433"	"CTNND1"	2
"1434"	"CTNND2"	3
"1435"	"CTR9"	1
"1436"	"CTSG"	1
"1437"	"CTSS"	1
"1438"	"CTTN"	3
"1439"	"CTTNBP2"	3
"1440"	"CTTNBP2NL"	1
"1441"	"CTU2"	2
"1442"	"CUBN"	14
"1443"	"CUL1"	1
"1444"	"CUL3"	6
"1445"	"CUL5"	1
"1446"	"CUL9"	3
"1447"	"CUTC"	1
"1448"	"CUX1"	3
"1449"	"CUX2"	3
"1450"	"CUZD1"	1
"1451"	"CWC22"	2
"1452"	"CWF19L2"	1
"1453"	"CX3CL1"	1
"1454"	"CXADR"	1
"1455"	"CXCL10"	1
"1456"	"CXCL2"	1
"1457"	"CXCL9"	1
"1458"	"CXCR4"	1
"1459"	"CXORF21"	2
"1460"	"CXORF57"	1
"1461"	"CXORF58"	1
"1462"	"CXXC1"	2
"1463"	"CXXC4"	1
"1464"	"CYB561A3"	1
"1465"	"CYB5R3"	1
"1466"	"CYBB"	1
"1467"	"CYFIP2"	2
"1468"	"CYLC1"	3
"1469"	"CYLC2"	3
"1470"	"CYLD"	2
"1471"	"CYP11B1"	2
"1472"	"CYP11B2"	1
"1473"	"CYP1A2"	1
"1474"	"CYP24A1"	1
"1475"	"CYP26A1"	1
"1476"	"CYP26B1"	1
"1477"	"CYP27C1"	1
"1478"	"CYP2A13"	1
"1479"	"CYP2B6"	1
"1480"	"CYP2C18"	1
"1481"	"CYP2C19"	1
"1482"	"CYP2C8"	1
"1483"	"CYP2D7"	2
"1484"	"CYP2E1"	1
"1485"	"CYP2J2"	2
"1486"	"CYP2R1"	2
"1487"	"CYP2W1"	1
"1488"	"CYP3A4"	1
"1489"	"CYP3A5"	1
"1490"	"CYP46A1"	3
"1491"	"CYP4A11"	4
"1492"	"CYP4A22"	1
"1493"	"CYP4B1"	2
"1494"	"CYP4F2"	2
"1495"	"CYP4F3"	1
"1496"	"CYP7A1"	1
"1497"	"CYSLTR1"	1
"1498"	"CYSLTR2"	1
"1499"	"DAAM2"	4
"1500"	"DAB1"	2
"1501"	"DAB2"	3
"1502"	"DAB2IP"	1
"1503"	"DACH1"	2
"1504"	"DACH2"	3
"1505"	"DACT1"	2
"1506"	"DAGLA"	1
"1507"	"DAGLB"	1
"1508"	"DAK"	2
"1509"	"DALRD3"	2
"1510"	"DAPK2"	1
"1511"	"DAPK3"	1
"1512"	"DBF4B"	2
"1513"	"DBH"	1
"1514"	"DBI"	1
"1515"	"DBNL"	1
"1516"	"DBP"	1
"1517"	"DBR1"	1
"1518"	"DBT"	2
"1519"	"DBX1"	1
"1520"	"DBX2"	1
"1521"	"DCAF12L1"	3
"1522"	"DCAF12L2"	2
"1523"	"DCAF13"	2
"1524"	"DCAF16"	1
"1525"	"DCAF17"	1
"1526"	"DCAF4L2"	3
"1527"	"DCAF5"	2
"1528"	"DCAF8L1"	1
"1529"	"DCBLD1"	1
"1530"	"DCBLD2"	1
"1531"	"DCC"	9
"1532"	"DCDC1"	3
"1533"	"DCDC2B"	1
"1534"	"DCHS1"	2
"1535"	"DCHS2"	8
"1536"	"DCLK1"	1
"1537"	"DCN"	1
"1538"	"DCP1B"	1
"1539"	"DCST1"	1
"1540"	"DCST2"	2
"1541"	"DCSTAMP"	3
"1542"	"DCT"	1
"1543"	"DCUN1D3"	1
"1544"	"DDB1"	5
"1545"	"DDB2"	1
"1546"	"DDHD2"	1
"1547"	"DDIAS"	1
"1548"	"DDIT4"	1
"1549"	"DDR1"	1
"1550"	"DDX10"	1
"1551"	"DDX11"	1
"1552"	"DDX19B"	1
"1553"	"DDX23"	1
"1554"	"DDX26B"	1
"1555"	"DDX39A"	1
"1556"	"DDX3Y"	1
"1557"	"DDX4"	2
"1558"	"DDX41"	1
"1559"	"DDX42"	2
"1560"	"DDX52"	2
"1561"	"DDX53"	2
"1562"	"DDX54"	2
"1563"	"DDX56"	1
"1564"	"DDX6"	1
"1565"	"DDX60"	4
"1566"	"DDX60L"	5
"1567"	"DECR2"	1
"1568"	"DEDD2"	1
"1569"	"DEFB112"	1
"1570"	"DEFB114"	1
"1571"	"DEFB116"	1
"1572"	"DEFB118"	1
"1573"	"DEFB123"	1
"1574"	"DEFB124"	1
"1575"	"DEFB4A"	1
"1576"	"DEGS1"	1
"1577"	"DENND1B"	1
"1578"	"DENND2A"	2
"1579"	"DENND2D"	1
"1580"	"DENND4A"	3
"1581"	"DENND4C"	1
"1582"	"DENND5B"	1
"1583"	"DENND6A"	1
"1584"	"DEPDC4"	1
"1585"	"DEPDC7"	1
"1586"	"DESI1"	1
"1587"	"DFNA5"	4
"1588"	"DGAT2"	1
"1589"	"DGCR2"	1
"1590"	"DGKB"	3
"1591"	"DGKD"	1
"1592"	"DGKH"	2
"1593"	"DGKI"	1
"1594"	"DGKK"	4
"1595"	"DGKQ"	1
"1596"	"DGKZ"	1
"1597"	"DHDDS"	1
"1598"	"DHFR"	1
"1599"	"DHODH"	2
"1600"	"DHPS"	1
"1601"	"DHRS13"	1
"1602"	"DHRS4"	2
"1603"	"DHRS7B"	1
"1604"	"DHRS7C"	1
"1605"	"DHTKD1"	1
"1606"	"DHX16"	1
"1607"	"DHX29"	1
"1608"	"DHX34"	3
"1609"	"DHX36"	1
"1610"	"DHX37"	1
"1611"	"DHX57"	1
"1612"	"DHX58"	1
"1613"	"DHX9"	1
"1614"	"DIAPH1"	2
"1615"	"DIAPH3"	4
"1616"	"DICER1"	3
"1617"	"DIDO1"	3
"1618"	"DIP2A"	2
"1619"	"DIP2B"	2
"1620"	"DIP2C"	2
"1621"	"DIS3"	1
"1622"	"DISC1"	1
"1623"	"DKK1"	1
"1624"	"DKK2"	1
"1625"	"DLC1"	3
"1626"	"DLG1"	1
"1627"	"DLG2"	6
"1628"	"DLG3"	1
"1629"	"DLG5"	4
"1630"	"DLGAP1"	1
"1631"	"DLGAP2"	1
"1632"	"DLGAP4"	3
"1633"	"DLK1"	2
"1634"	"DLL1"	2
"1635"	"DLST"	3
"1636"	"DLX5"	1
"1637"	"DMBT1"	2
"1638"	"DMBX1"	1
"1639"	"DMD"	8
"1640"	"DMGDH"	1
"1641"	"DMP1"	2
"1642"	"DMRT3"	1
"1643"	"DMRTB1"	1
"1644"	"DMRTC2"	1
"1645"	"DMTF1"	1
"1646"	"DMXL1"	1
"1647"	"DMXL2"	4
"1648"	"DNA2"	1
"1649"	"DNAAF1"	2
"1650"	"DNAAF3"	2
"1651"	"DNAH1"	1
"1652"	"DNAH10"	4
"1653"	"DNAH11"	8
"1654"	"DNAH12"	1
"1655"	"DNAH17"	3
"1656"	"DNAH2"	3
"1657"	"DNAH3"	9
"1658"	"DNAH5"	20
"1659"	"DNAH6"	1
"1660"	"DNAH7"	9
"1661"	"DNAH8"	6
"1662"	"DNAH9"	10
"1663"	"DNAJA3"	1
"1664"	"DNAJB11"	1
"1665"	"DNAJB7"	2
"1666"	"DNAJC10"	3
"1667"	"DNAJC13"	1
"1668"	"DNAJC14"	2
"1669"	"DNAJC18"	1
"1670"	"DNAJC2"	1
"1671"	"DNAJC22"	1
"1672"	"DNAJC27"	1
"1673"	"DNAJC5B"	1
"1674"	"DNAJC8"	1
"1675"	"DNER"	1
"1676"	"DNHD1"	3
"1677"	"DNM1L"	1
"1678"	"DNM2"	2
"1679"	"DNM3"	4
"1680"	"DNMBP"	2
"1681"	"DNTTIP2"	1
"1682"	"DOCK1"	2
"1683"	"DOCK10"	1
"1684"	"DOCK11"	2
"1685"	"DOCK2"	6
"1686"	"DOCK3"	1
"1687"	"DOCK4"	1
"1688"	"DOCK5"	1
"1689"	"DOCK6"	1
"1690"	"DOCK9"	2
"1691"	"DOK1"	1
"1692"	"DOK3"	1
"1693"	"DOK4"	2
"1694"	"DOK5"	1
"1695"	"DOK6"	2
"1696"	"DOK7"	1
"1697"	"DOPEY1"	5
"1698"	"DOPEY2"	2
"1699"	"DOT1L"	1
"1700"	"DPCD"	1
"1701"	"DPEP2"	1
"1702"	"DPF1"	1
"1703"	"DPH1"	1
"1704"	"DPM1"	1
"1705"	"DPP10"	7
"1706"	"DPP3"	2
"1707"	"DPP4"	2
"1708"	"DPP6"	8
"1709"	"DPPA2"	4
"1710"	"DPPA3"	1
"1711"	"DPPA4"	2
"1712"	"DPRX"	1
"1713"	"DPY19L2"	1
"1714"	"DPY19L3"	3
"1715"	"DPYD"	2
"1716"	"DPYS"	2
"1717"	"DPYSL2"	1
"1718"	"DRAXIN"	2
"1719"	"DRC7"	1
"1720"	"DRD2"	1
"1721"	"DRD3"	2
"1722"	"DRD4"	1
"1723"	"DRD5"	1
"1724"	"DRGX"	1
"1725"	"DROSHA"	2
"1726"	"DRP2"	3
"1727"	"DSCAM"	5
"1728"	"DSCAML1"	1
"1729"	"DSCC1"	1
"1730"	"DSCR3"	1
"1731"	"DSEL"	4
"1732"	"DSG1"	2
"1733"	"DSG2"	1
"1734"	"DSG3"	2
"1735"	"DSP"	1
"1736"	"DST"	7
"1737"	"DSTYK"	1
"1738"	"DTNA"	1
"1739"	"DTNBP1"	1
"1740"	"DTX1"	2
"1741"	"DTX3L"	1
"1742"	"DUOX1"	1
"1743"	"DUPD1"	1
"1744"	"DUS2"	1
"1745"	"DUS3L"	1
"1746"	"DUSP21"	2
"1747"	"DUSP26"	1
"1748"	"DUSP27"	1
"1749"	"DUSP28"	1
"1750"	"DVL3"	3
"1751"	"DYDC2"	1
"1752"	"DYNC1H1"	3
"1753"	"DYNC1I1"	1
"1754"	"DYNC1LI2"	1
"1755"	"DYNC2H1"	3
"1756"	"DYNLRB1"	1
"1757"	"DYNLRB2"	1
"1758"	"DYRK1A"	1
"1759"	"DYRK1B"	3
"1760"	"DYRK3"	1
"1761"	"DYRK4"	3
"1762"	"DYSF"	3
"1763"	"DZANK1"	2
"1764"	"DZIP1"	1
"1765"	"E2F4"	1
"1766"	"E2F5"	1
"1767"	"E2F8"	1
"1768"	"E4F1"	2
"1769"	"EARS2"	1
"1770"	"EBF1"	1
"1771"	"EBNA1BP2"	1
"1772"	"ECE1"	1
"1773"	"ECE2"	1
"1774"	"ECH1"	1
"1775"	"ECHDC1"	1
"1776"	"ECHDC3"	1
"1777"	"ECHS1"	1
"1778"	"ECM1"	2
"1779"	"ECT2"	1
"1780"	"EDA"	1
"1781"	"EDAR"	1
"1782"	"EDC4"	1
"1783"	"EDEM3"	1
"1784"	"EDNRB"	2
"1785"	"EDRF1"	3
"1786"	"EEF1A1"	1
"1787"	"EEF1A2"	1
"1788"	"EEF1E1"	1
"1789"	"EEF2K"	1
"1790"	"EFCAB12"	1
"1791"	"EFCAB13"	3
"1792"	"EFCAB14"	2
"1793"	"EFCAB5"	1
"1794"	"EFCAB6"	5
"1795"	"EFEMP1"	1
"1796"	"EFHC1"	2
"1797"	"EFHD2"	1
"1798"	"EFNA5"	1
"1799"	"EFNB2"	1
"1800"	"EFR3A"	2
"1801"	"EFS"	1
"1802"	"EFTUD1"	1
"1803"	"EGF"	2
"1804"	"EGFL8"	1
"1805"	"EGFLAM"	1
"1806"	"EGFR"	3
"1807"	"EGR1"	1
"1808"	"EHBP1"	1
"1809"	"EHBP1L1"	1
"1810"	"EHD1"	4
"1811"	"EHD2"	1
"1812"	"EHF"	1
"1813"	"EHHADH"	1
"1814"	"EHMT2"	1
"1815"	"EIF2B3"	2
"1816"	"EIF2S2"	2
"1817"	"EIF3A"	2
"1818"	"EIF3B"	3
"1819"	"EIF3E"	2
"1820"	"EIF3I"	2
"1821"	"EIF3L"	1
"1822"	"EIF4A3"	1
"1823"	"EIF4B"	1
"1824"	"EIF4EBP1"	1
"1825"	"EIF4G1"	4
"1826"	"EIF4G2"	2
"1827"	"EIF4H"	1
"1828"	"EIF5"	2
"1829"	"EIF6"	1
"1830"	"ELAVL2"	1
"1831"	"ELAVL4"	3
"1832"	"ELF5"	1
"1833"	"ELK4"	1
"1834"	"ELL2"	1
"1835"	"ELMO1"	4
"1836"	"ELMO2"	1
"1837"	"ELMO3"	1
"1838"	"ELMOD3"	1
"1839"	"ELOVL1"	1
"1840"	"ELOVL5"	1
"1841"	"ELP4"	2
"1842"	"EMC2"	1
"1843"	"EMC7"	1
"1844"	"EMCN"	1
"1845"	"EME1"	2
"1846"	"EMID1"	1
"1847"	"EML4"	1
"1848"	"EML5"	1
"1849"	"EMP3"	1
"1850"	"EMX2"	1
"1851"	"EN2"	1
"1852"	"ENAM"	1
"1853"	"ENC1"	1
"1854"	"ENHO"	1
"1855"	"ENO3"	1
"1856"	"ENOPH1"	1
"1857"	"ENOSF1"	1
"1858"	"ENPEP"	5
"1859"	"ENPP1"	1
"1860"	"ENPP2"	3
"1861"	"ENPP3"	2
"1862"	"ENPP7"	2
"1863"	"ENTHD1"	1
"1864"	"ENTPD1"	1
"1865"	"ENY2"	2
"1866"	"EOMES"	1
"1867"	"EP300"	7
"1868"	"EP400"	3
"1869"	"EPAS1"	1
"1870"	"EPB41L1"	1
"1871"	"EPB41L2"	2
"1872"	"EPB41L3"	4
"1873"	"EPC2"	1
"1874"	"EPDR1"	3
"1875"	"EPHA1"	1
"1876"	"EPHA10"	3
"1877"	"EPHA2"	4
"1878"	"EPHA3"	6
"1879"	"EPHA4"	4
"1880"	"EPHA5"	9
"1881"	"EPHA6"	2
"1882"	"EPHA7"	6
"1883"	"EPHB1"	2
"1884"	"EPHB2"	1
"1885"	"EPHB4"	2
"1886"	"EPHB6"	1
"1887"	"EPHX2"	2
"1888"	"EPM2AIP1"	2
"1889"	"EPN1"	1
"1890"	"EPN3"	1
"1891"	"EPPK1"	1
"1892"	"EPRS"	1
"1893"	"EPS15"	2
"1894"	"EPS15L1"	1
"1895"	"EPS8L2"	1
"1896"	"EPS8L3"	2
"1897"	"EQTN"	1
"1898"	"ERAL1"	1
"1899"	"ERAP1"	1
"1900"	"ERAP2"	1
"1901"	"ERAS"	1
"1902"	"ERBB2IP"	1
"1903"	"ERBB3"	1
"1904"	"ERBB4"	6
"1905"	"ERC1"	1
"1906"	"ERC2"	1
"1907"	"ERCC3"	2
"1908"	"ERCC4"	2
"1909"	"ERCC5"	3
"1910"	"ERCC6L2"	1
"1911"	"ERG"	1
"1912"	"ERICH3"	4
"1913"	"ERICH6"	1
"1914"	"ERLIN1"	1
"1915"	"ERMAP"	1
"1916"	"ERMARD"	1
"1917"	"ERN2"	1
"1918"	"ERRFI1"	1
"1919"	"ERVFRD-1"	1
"1920"	"ESCO1"	1
"1921"	"ESD"	1
"1922"	"ESF1"	1
"1923"	"ESPL1"	1
"1924"	"ESPNL"	1
"1925"	"ESR2"	1
"1926"	"ESRP1"	1
"1927"	"ESRRA"	1
"1928"	"ESRRB"	2
"1929"	"ESX1"	1
"1930"	"ESYT1"	1
